category,MMSI,Vessel Name,IMO Number,Flag,Call Sign,Port of Registry,Owner Name,Owner Address,Operator Name,Operator Address,Infraction Links
unmatched_ais,440100383,Geummyung 1,,South Korea,,,,,,,
unmatched_ais,440703940,Geumseok 909,,South Korea,,,,,,,
unmatched_ais,440318230,Geumsung 507,,South Korea,,,,,,,
unmatched_ais,440138590,Geumyangho 2016,4194304,South Korea,,,,,,,
unmatched_ais,440197120,Giljeongho 600,,South Korea,,,,,,,
unmatched_ais,440184870,Giljeongho 601,4194304,South Korea,,,,,,,
unmatched_ais,440400220,Gilyang,,South Korea,,,,,,,
unmatched_ais,440714800,Gisung 202,8703892,South Korea,,KR-PUS,"SEA SKY MULSAN CO., LTD.","111, WONYANG-RO, SEO-GU, BUSAN, KOREA",,,
unmatched_ais,440684000,Gloria 1,8827583,South Korea,,"BUSAN, KOR",,,,,
unmatched_ais,440069210,Gujin 21,,South Korea,,,,,,,
unmatched_ais,440705750,Gumbok 626,4194304,South Korea,,,,,,,
unmatched_ais,440320410,Gunchunho,4194304,South Korea,,,,,,,
unmatched_ais,440084150,Gwamyung 308,4194304,South Korea,,,,,,,
unmatched_ais,440706230,Gwangmyeng 2010,4194304,South Korea,,,,,,,
unmatched_ais,440197880,Gwangmyung 306,,South Korea,,,,,,,
unmatched_ais,440015810,Gwangsung 202,4194304,South Korea,,,,,,,
unmatched_ais,440131130,Gwangyang 52,4194304,South Korea,,,,,,,
unmatched_ais,440116890,Gwangyang 56,4194304,South Korea,,,,,,,
unmatched_ais,440122660,Gwangyang 99,4194304,South Korea,,,,,,,
unmatched_ais,440100880,Gyeongdong 35,4194304,South Korea,,,,,,,
unmatched_ais,440303690,Gyeongseonho 616,,South Korea,,,,,,,
unmatched_ais,440208550,Gyungil,,South Korea,,,,,,,
unmatched_ais,440146790,Haeanho 101,4194304,South Korea,,,,,,,
unmatched_ais,440077660,Haedeog 233,,South Korea,,,,,,,
unmatched_ais,440406130,Haedong 207,,South Korea,,,,,,,
unmatched_ais,440313160,Haedong 88,,South Korea,,,,,,,
unmatched_ais,440504840,Haegeum 101,,South Korea,,,,,,,
unmatched_ais,440722000,Haegeum 101,,South Korea,,,,,,,
unmatched_ais,440121920,Haegeum 103,4194304,South Korea,,,,,,,
unmatched_ais,440101110,Haegeum 201,4194304,South Korea,,,,,,,
unmatched_ais,440120460,Haegeum 501,4194304,South Korea,,,,,,,
unmatched_ais,440120200,Haehwang 221,4194304,South Korea,,,,,,,
unmatched_ais,440313560,Haeinho 101,4194304,South Korea,,,,,,,
unmatched_ais,440109360,Haejin 101,,South Korea,,,,,,,
unmatched_ais,440105470,Haejin 102,,South Korea,,,,,,,
unmatched_ais,440705780,Haejin 702,,South Korea,,,,,,,
unmatched_ais,440600171,Haejin 8,,South Korea,,,,,,,
unmatched_ais,440117690,Haekyung 1,,South Korea,,,,,,,
unmatched_ais,440125220,Haelimho 307,,South Korea,,,,,,,
unmatched_ais,441701780,Haengbok506,,South Korea,,,,,,,
unmatched_ais,440715300,Haengbok508,,South Korea,,,,,,,
unmatched_ais,440701320,Haeryong,,South Korea,,,,,,,
unmatched_ais,440122430,Haesangho 101,,South Korea,,,,,,,
unmatched_ais,440142130,Haeseong 11,4194304,South Korea,,,,,,,
unmatched_ais,440148110,Haeseong 12,4194304,South Korea,,,,,,,
unmatched_ais,440148120,Haeseong 13,4194304,South Korea,,,,,,,
unmatched_ais,440154550,Haeseung 155,4194304,South Korea,,,,,,,
unmatched_ais,440107550,Haeseung 352,4194304,South Korea,,,,,,,
unmatched_ais,440334840,Haesinho,,South Korea,,,,,,,
unmatched_ais,440005640,Haesongho,4194304,South Korea,,,,,,,
unmatched_ais,440326860,Haesun 108,4194304,South Korea,,,,,,,
unmatched_ais,440600385,Haesung,,South Korea,,,,,,,
unmatched_ais,440410130,Haesung 16,4194304,South Korea,,,,,,,
unmatched_ais,440135190,Haesung 19,4194304,South Korea,,,,,,,
unmatched_ais,440107010,Haesung 85,,South Korea,,,,,,,
unmatched_ais,440316430,Haesungho 207,4194304,South Korea,,,,,,,
unmatched_ais,440702340,Haesungho 999,4194304,South Korea,,,,,,,
unmatched_ais,440600571,Haewangho 505,4194304,South Korea,,,,,,,
unmatched_ais,440086420,Haeyeon 308,,South Korea,,,,,,,
unmatched_ais,440203940,Haeyeong 309,,South Korea,,,,,,,
unmatched_ais,440104060,Haeyoung 71,4194304,South Korea,,,,,,,
unmatched_ais,440126190,Haeyoung 72,,South Korea,,,,,,,
unmatched_ais,440176970,Hanchang 300,,South Korea,,,,,,,
unmatched_ais,440126950,Hanchang 303,4194304,South Korea,,,,,,,
unmatched_ais,440001060,Hanchang 307,4194304,South Korea,,,,,,,
unmatched_ais,440136110,Hanchang 309,4194304,South Korea,,,,,,,
unmatched_ais,440107190,Haneul 22,,South Korea,,,,,,,
unmatched_ais,440502220,Hanil 301,,South Korea,,,,,,,
unmatched_ais,440109290,Hanil 305,,South Korea,,,,,,,
unmatched_ais,440125010,Hanil 6006,,South Korea,,,,,,,
unmatched_ais,440100550,Hanil808,8617677,South Korea,,,,,,,
unmatched_ais,440338270,Hanilho 27,4194304,South Korea,,,,,,,
unmatched_ais,440154850,Hanjin 2013,,South Korea,,,,,,,
unmatched_ais,440402780,Hansungho,,South Korea,,,,,,,
unmatched_ais,440190310,Haram 2019,,South Korea,,,,,,,
unmatched_ais,440403950,Heasuho 303,,South Korea,,,,,,,
unmatched_ais,440125970,Heeseong 107,,South Korea,,,,,,,
unmatched_ais,440104570,Heeyeong 51,,South Korea,,,,,,,
unmatched_ais,440104560,Heeyeong 53,,South Korea,,,,,,,
unmatched_ais,440145480,Heeyoungho 97,4194304,South Korea,,,,,,,
unmatched_ais,440187650,Heeyungho 155,4194304,South Korea,,,,,,,
unmatched_ais,440118100,Heungjin 2021,,South Korea,,,,,,,
unmatched_ais,440197190,Heungseongho 202,4194304,South Korea,,,,,,,
unmatched_ais,440120550,Heungseongho 203,,South Korea,,,,,,,
unmatched_ais,440013800,Heungsung 201,4194304,South Korea,,,,,,,
unmatched_ais,440145520,Heungyang 207,4194304,South Korea,,,,,,,
unmatched_ais,440313770,Heungyoungho 917,,South Korea,,,,,,,
unmatched_ais,440143079,Hhh,,South Korea,,,,,,,
unmatched_ais,440051710,Honam 3,4194304,South Korea,,,,,,,
unmatched_ais,440122940,Hongeun 113,4194304,South Korea,,,,,,,
unmatched_ais,440145470,Hongeun 31,,South Korea,,,,,,,
unmatched_ais,440145460,Hongeun 32,,South Korea,,,,,,,
unmatched_ais,440145490,Hongeun 35,4194304,South Korea,,,,,,,
unmatched_ais,440010600,Honghye 1,,South Korea,,,,,,,
unmatched_ais,440009150,Honghye 2,,South Korea,,,,,,,
unmatched_ais,440223170,Hongsungho,,South Korea,,,,,,,
unmatched_ais,440014450,Huigyeong 88,4194304,South Korea,,,,,,,
unmatched_ais,440707210,Hungjinho 391,,South Korea,,,,,,,
unmatched_ais,440018700,Hwayoung 385,4194304,South Korea,,,,,,,
unmatched_ais,440402940,Hyeijinho,,South Korea,,,,,,,
unmatched_ais,440155220,Hyeseung 151,,South Korea,,,,,,,
unmatched_ais,440148070,Hyeseung 1551,,South Korea,,,,,,,
unmatched_ais,440148060,Hyeseung 1552,,South Korea,,,,,,,
unmatched_ais,440107990,Hyeseung 285,,South Korea,,,,,,,
unmatched_ais,440154270,Hyeseung 353,4194304,South Korea,,,,,,,
unmatched_ais,440120810,Hyeseung 501,,South Korea,,,,,,,
unmatched_ais,440120820,Hyeseung 502,4194304,South Korea,,,,,,,
unmatched_ais,440114260,Hyeseung 503,4194304,South Korea,,,,,,,
unmatched_ais,440123530,Hyeseung 701,4194304,South Korea,,,,,,,
unmatched_ais,440107230,Hyochang 3,4194304,South Korea,,,,,,,
unmatched_ais,440107790,Hyochang 303,4194304,South Korea,,,,,,,
unmatched_ais,440024540,Hyunjin 807,,South Korea,,,,,,,
unmatched_ais,440414160,Hyunwooho,,South Korea,,,,,,,
unmatched_ais,440037320,Ibseong 3,,South Korea,,,,,,,
unmatched_ais,440079920,Ihyeonho 113,4194304,South Korea,,,,,,,
unmatched_ais,440125320,Iksung 205,,South Korea,,,,,,,
unmatched_ais,440335210,Ildongil,4194304,South Korea,,,,,,,
unmatched_ais,440130880,Iljinho 201,,South Korea,,,,,,,
unmatched_ais,440130890,Iljinho 202,,South Korea,,,,,,,
unmatched_ais,440130870,Iljinho 203,,South Korea,,,,,,,
unmatched_ais,440600130,Ilkwang,,South Korea,,,,,,,
unmatched_ais,440213440,Ilseungho,4194304,South Korea,,,,,,,
unmatched_ais,440402510,Ilsung 77,,South Korea,,,,,,,
unmatched_ais,440134200,Imsu77,,South Korea,,,,,,,
unmatched_ais,440010400,Imsu78,,South Korea,,,,,,,
unmatched_ais,440120720,Imsu888,4194304,South Korea,,,,,,,
unmatched_ais,440123430,Imsu97,,South Korea,,,,,,,
unmatched_ais,440123420,Imsu98,,South Korea,,,,,,,
unmatched_ais,440600159,Insuk,,South Korea,,,,,,,
unmatched_ais,440100970,Insung,,South Korea,,,,,,,
unmatched_ais,440899000,Insungho,7042538,South Korea,,Busan,,,,,
unmatched_ais,440503350,Insungho 11,4194304,South Korea,,,,,,,
unmatched_ais,441835000,Ixthus 8,7424932,South Korea,,,,,,,
unmatched_ais,440600181,Jaegun 3,,South Korea,,,,,,,
unmatched_ais,440407540,Jaeseong 2020,4194304,South Korea,,,,,,,
unmatched_ais,440043530,Jaeseongho 808,,South Korea,,,,,,,
unmatched_ais,440406080,Jaesung 33,,South Korea,,,,,,,
unmatched_ais,440207260,Jaesungho 2009,4194304,South Korea,,,,,,,
unmatched_ais,440163470,Jaico,4194304,South Korea,,,,,,,
unmatched_ais,440163480,Jaico,4194304,South Korea,,,,,,,
unmatched_ais,440043840,Jaico 55,4194304,South Korea,,,,,,,
unmatched_ais,440043260,Jaico 57,,South Korea,,,,,,,
unmatched_ais,440600040,Jaiweok,,South Korea,,,,,,,
unmatched_ais,440714400,Jangkyungho,,South Korea,,,,,,,
unmatched_ais,440504090,Jangsinho 3,,South Korea,,,,,,,
unmatched_ais,440121160,Jangsungho 109,,South Korea,,,,,,,
unmatched_ais,440004340,Jangsunho,,South Korea,,,,,,,
unmatched_ais,440600284,Je 101 Dongjuho,,South Korea,,,,,,,
unmatched_ais,440131390,Je 101 Mansungho,4194304,South Korea,,,,,,,
unmatched_ais,440117580,Je 101 Uilho,,South Korea,,,,,,,
unmatched_ais,440126090,Je 102 Seongjinho,,South Korea,,,,,,,
unmatched_ais,440019400,Je 103 Myeongjeong,,South Korea,,,,,,,
unmatched_ais,440303280,Je 105 Mansungho,,South Korea,,,,,,,
unmatched_ais,440101570,Je 16 Woongjinho,,South Korea,,,,,,,
unmatched_ais,440043480,Je 17 Hodeokjinho,,South Korea,,,,,,,
unmatched_ais,440183750,Je 1 Mochang,4194304,South Korea,,,,,,,
unmatched_ais,440322660,Je 1 Sinsungho,,South Korea,,,,,,,
unmatched_ais,440706850,Je 2019 Buyeongho,4194304,South Korea,,,,,,,
unmatched_ais,440125410,Je 201 Samjeongho,,South Korea,,,,,,,
unmatched_ais,440125390,Je 202 Samjeongho,,South Korea,,,,,,,
unmatched_ais,440124120,Je 23 Heeyoungho,4194304,South Korea,,,,,,,
unmatched_ais,440402520,Je 27 Kyungjinho,,South Korea,,,,,,,
unmatched_ais,440109460,Je 2 Dongjinho,,South Korea,,,,,,,
unmatched_ais,440403630,Je 2 Kwangyang,,South Korea,,,,,,,
unmatched_ais,440183760,Je 2 Mochang,4194304,South Korea,,,,,,,
unmatched_ais,440207890,Je 2 Venus,,South Korea,,,,,,,
unmatched_ais,440121280,Je 301 Duckil,,South Korea,,,,,,,
unmatched_ais,440310610,Je 36 Taegeug,4194304,South Korea,,,,,,,
unmatched_ais,440101440,Je 501 Savcghor2,,South Korea,,,,,,,
unmatched_ais,440101470,Je 502 Sungboho,,South Korea,,,,,,,
unmatched_ais,440223760,Je 53 Jingwangho,,South Korea,,,,,,,
unmatched_ais,440149870,Je 53 Manseongho,,South Korea,,,,,,,
unmatched_ais,440141620,Je 56 Heeyungho,4194304,South Korea,,,,,,,
unmatched_ais,440185380,Je 5 Jinheung,,South Korea,,,,,,,
unmatched_ais,440105420,Je 5 Jinseongho,,South Korea,,,,,,,
unmatched_ais,440149070,Je 616 Jaeeun,4194304,South Korea,,,,,,,
unmatched_ais,440122640,Je 72 Jingwangho,4194304,South Korea,,,,,,,
unmatched_ais,440301650,Je 88 Yeonggwangho,4194304,South Korea,,,,,,,
unmatched_ais,440141150,Je 8 Joyangho,,South Korea,,,,,,,
unmatched_ais,440146700,Je 9 Changnam,4194304,South Korea,,,,,,,
unmatched_ais,440043790,Jecheol,,South Korea,,,,,,,
unmatched_ais,440507840,Jeil 311,,South Korea,,,,,,,
unmatched_ais,440162110,Jeilho 111,4194304,South Korea,,,,,,,
unmatched_ais,440702360,Jeminho 3001,,South Korea,,,,,,,
unmatched_ais,440122630,Jeongsun 23,4194304,South Korea,,,,,,,
unmatched_ais,440162150,Jeongsun 75,4194304,South Korea,,,,,,,
unmatched_ais,440162160,Jeongsun 77,4194304,South Korea,,,,,,,
unmatched_ais,440131480,Jeongsun 81,4194304,South Korea,,,,,,,
unmatched_ais,440062270,Jeongwonho 2022,,South Korea,,,,,,,
unmatched_ais,440401720,Jeonilho,4194304,South Korea,,,,,,,
unmatched_ais,440320560,Jingangho 6s 102,4194304,South Korea,,,,,,,
unmatched_ais,440101690,Jinheungho,4194304,South Korea,,,,,,,
unmatched_ais,440403510,Jinhung,,South Korea,,,,,,,
unmatched_ais,440305650,Jinkwang 36,4194304,South Korea,,,,,,,
unmatched_ais,440170430,Jinseong,,South Korea,,,,,,,
unmatched_ais,440078460,Jinyang 909,4194304,South Korea,,,,,,,
unmatched_ais,440600166,Jinyeong,4194304,South Korea,,,,,,,
unmatched_ais,440332740,Jinyoungho,4194304,South Korea,,,,,,,
unmatched_ais,440109090,Jinyunghq,,South Korea,,,,,,,
unmatched_ais,440067980,Jogwang 8,,South Korea,,,,,,,
unmatched_ais,440100156,Joil 3,,South Korea,,,,,,,
unmatched_ais,440404970,Joil 5,,South Korea,,,,,,,
unmatched_ais,440308460,Jongsungho,,South Korea,,,,,,,
unmatched_ais,440700930,Joonsung 2002,,South Korea,,,,,,,
unmatched_ais,440141140,Joyang,,South Korea,,,,,,,
unmatched_ais,440122810,Joyang 6,4194304,South Korea,,,,,,,
unmatched_ais,440122790,Joyang 7,4194304,South Korea,,,,,,,
unmatched_ais,440002850,Joyangho,,South Korea,,,,,,,
unmatched_ais,440150580,Joyangho,4194304,South Korea,,,,,,,
unmatched_ais,440071030,Jung 0Il,,South Korea,,,,,,,
unmatched_ais,440328080,Jungilho 138,,South Korea,,,,,,,
unmatched_ais,440331840,Jungseung 77,4194304,South Korea,,,,,,,
unmatched_ais,440404540,Junjang,,South Korea,,,,,,,
unmatched_ais,440406120,Juyeong 509,,South Korea,,,,,,,
unmatched_ais,440502650,Juyoung,,South Korea,,,,,,,
unmatched_ais,440402440,Juyoung 2002,,South Korea,,,,,,,
unmatched_ais,440403720,Juyoung 33,,South Korea,,,,,,,
unmatched_ais,440402470,Juyoung 709,,South Korea,,,,,,,
unmatched_ais,440406140,Juyoungho,,South Korea,,,,,,,
unmatched_ais,440407860,Kangjeon,,South Korea,,,,,,,
unmatched_ais,440402480,Kangnam 3,,South Korea,,,,,,,
unmatched_ais,440141220,Kangseong 503,4194304,South Korea,,,,,,,
unmatched_ais,440009450,Keumchang 88,4194304,South Korea,,,,,,,
unmatched_ais,440104530,Keumhae 3,,South Korea,,,,,,,
unmatched_ais,440105110,Keumhae 6,,South Korea,,,,,,,
unmatched_ais,440103720,Keumsung 103,4194304,South Korea,,,,,,,
unmatched_ais,440104870,Keumsung 116,4194304,South Korea,,,,,,,
unmatched_ais,440120530,Keumsung 117,,South Korea,,,,,,,
unmatched_ais,440127060,Keumsung 118,,South Korea,,,,,,,
unmatched_ais,440105940,Keumsung 125,4194304,South Korea,,,,,,,
unmatched_ais,440148140,Keumsung 127,4194304,South Korea,,,,,,,
unmatched_ais,440108180,Keumsung 135,4194304,South Korea,,,,,,,
unmatched_ais,440191220,Keumsung 205,4194304,South Korea,,,,,,,
unmatched_ais,440005070,Keumsung 206,4194304,South Korea,,,,,,,
unmatched_ais,440069130,Keumsung 208,4194304,South Korea,,,,,,,
unmatched_ais,440121190,Keumsung 89,4194304,South Korea,,,,,,,
unmatched_ais,440121180,Keumsung 97,4194304,South Korea,,,,,,,
unmatched_ais,440121170,Keumsung 98,4194304,South Korea,,,,,,,
unmatched_ais,440018760,Keumyangho 97,,South Korea,,,,,,,
unmatched_ais,440107660,Keumyoung 31,4194304,South Korea,,,,,,,
unmatched_ais,440121490,Keumyoung 52,4194304,South Korea,,,,,,,
unmatched_ais,440100370,Keumyoung 88,4194304,South Korea,,,,,,,
unmatched_ais,440222530,Keunyeong 53,4194304,South Korea,,,,,,,
unmatched_ais,440153870,Koryeoho 11,,South Korea,,,,,,,
unmatched_ais,440109520,Koryo 1,,South Korea,,,,,,,
unmatched_ais,440202640,Koryo 15,4194304,South Korea,,,,,,,
unmatched_ais,440306130,Koryo 16,4194304,South Korea,,,,,,,
unmatched_ais,440153880,Koryoho 12,,South Korea,,,,,,,
unmatched_ais,440109530,Koryoho 2,,South Korea,,,,,,,
unmatched_ais,440122780,Kumjeong 55,4194304,South Korea,,,,,,,
unmatched_ais,440105960,Kumju201,,South Korea,,,,,,,
unmatched_ais,440133090,Kumrong,,South Korea,,,,,,,
unmatched_ais,440028280,Kumsung 2003,,South Korea,,,,,,,
unmatched_ais,440319840,Kumsung 907,4194304,South Korea,,,,,,,
unmatched_ais,440400070,Kwanglim 3,,South Korea,,,,,,,
unmatched_ais,440402960,Kwangpyung 106,,South Korea,,,,,,,
unmatched_ais,440600537,Kwangsin 3,,South Korea,,,,,,,
unmatched_ais,440112690,Kwangsung 2,,South Korea,,,,,,,
unmatched_ais,440413050,Kwangwoon 5,4194304,South Korea,,,,,,,
unmatched_ais,440014010,Kyeonghad901,4194304,South Korea,,,,,,,
unmatched_ais,440017900,Kyeonghae 900,,South Korea,,,,,,,
unmatched_ais,440143140,Kyeonghung 5001,,South Korea,,,,,,,
unmatched_ais,440105910,Kyounghae 7,,South Korea,,,,,,,
unmatched_ais,440155510,Kyunghae 105,4194304,South Korea,,,,,,,
unmatched_ais,440145410,Kyungjin 101,,South Korea,,,,,,,
unmatched_ais,440600240,Kyungshin 2,,South Korea,,,,,,,
unmatched_ais,440411030,Kyungsin 3,,South Korea,,,,,,,
unmatched_ais,440404680,Kyungsun 305,,South Korea,,,,,,,
unmatched_ais,440309780,Kyungsung 1,,South Korea,,,,,,,
unmatched_ais,412994000,Linxiang 1,,South Korea,,,,,,,
unmatched_ais,441336599,Lurongyu55256,,South Korea,,,,,,,
unmatched_ais,441212066,Lurongyu56517,,South Korea,,,,,,,
unmatched_ais,440097070,Maeilho 103,,South Korea,,,,,,,
unmatched_ais,440100850,Manbok7,,South Korea,,,,,,,
unmatched_ais,440502370,Manbokho 29,,South Korea,,,,,,,
unmatched_ais,440400850,Mangeum 5,,South Korea,,,,,,,
unmatched_ais,440109950,Mangu15,,South Korea,,,,,,,
unmatched_ais,440109550,Mangu16,,South Korea,,,,,,,
unmatched_ais,440150470,Mangu17,,South Korea,,,,,,,
unmatched_ais,440150480,Mangu18,,South Korea,,,,,,,
unmatched_ais,440143490,Mangu2,,South Korea,,,,,,,
unmatched_ais,440154010,Manjang,,South Korea,,,,,,,
unmatched_ais,440013600,Manseho,,South Korea,,,,,,,
unmatched_ais,440044990,Manseok 1017,4194304,South Korea,,,,,,,
unmatched_ais,440320210,Manseon 301,4194304,South Korea,,,,,,,
unmatched_ais,440338760,Manseon 303,,South Korea,,,,,,,
unmatched_ais,440504560,Manseong,4194304,South Korea,,,,,,,
unmatched_ais,440407260,Manseong 507,,South Korea,,,,,,,
unmatched_ais,440211920,Manseongho 333,,South Korea,,,,,,,
unmatched_ais,440408230,Mansun 33,,South Korea,,,,,,,
unmatched_ais,440117110,Mansun 77,,South Korea,,,,,,,
unmatched_ais,440600515,Mansung,,South Korea,,,,,,,
unmatched_ais,440178620,Mb702,4194304,South Korea,,,,,,,
unmatched_ais,440307120,Minjeongho,,South Korea,,,,,,,
unmatched_ais,440117730,Minkyung 207,,South Korea,,,,,,,
unmatched_ais,440113390,Minseong 16,,South Korea,,,,,,,
unmatched_ais,440201220,Minseung,,South Korea,,,,,,,
unmatched_ais,440079210,Minsung 201,,South Korea,,,,,,,
unmatched_ais,440406180,Minsungho 22,,South Korea,,,,,,,
unmatched_ais,440065290,Misoho,,South Korea,,,,,,,
unmatched_ais,440705700,Mochang 11,,South Korea,,,,,,,
unmatched_ais,440039170,Mochang 21,4194304,South Korea,,,,,,,
unmatched_ais,440132680,Mokyen,,South Korea,,,,,,,
unmatched_ais,440317050,Moonhwa 2021,,South Korea,,,,,,,
unmatched_ais,440104000,Morningcatherine,9338711,South Korea,,,,,,,
unmatched_ais,440158240,Munchang 3088,4194304,South Korea,,,,,,,
unmatched_ais,440135570,Muryong 5,,South Korea,,,,,,,
unmatched_ais,440704030,Myeongjae 612,4194304,South Korea,,,,,,,
unmatched_ais,440137120,Myeongjin 202,4194304,South Korea,,,,,,,
unmatched_ais,440327470,Myeongseong 205,4194304,South Korea,,,,,,,
unmatched_ais,440700820,Myeongseongho 209,,South Korea,,,,,,,
unmatched_ais,440017400,Myeongsinho 3,,South Korea,,,,,,,
unmatched_ais,440600055,Myeongsung 33,,South Korea,,,,,,,
unmatched_ais,440132160,Myeongyang 107,4194304,South Korea,,,,,,,
unmatched_ais,440194130,Myoungcheon 315,,South Korea,,,,,,,
unmatched_ais,440132150,Myoungyangho 108,,South Korea,,,,,,,
unmatched_ais,440132120,Myoungyangho 109,,South Korea,,,,,,,
unmatched_ais,440125300,Myungcheon 88,,South Korea,,,,,,,
unmatched_ais,440128760,Myungjung 101,,South Korea,,,,,,,
unmatched_ais,440128770,Myungjung 102,,South Korea,,,,,,,
unmatched_ais,440105150,Myungjung 11,4194304,South Korea,,,,,,,
unmatched_ais,440701470,Myungkyungho,,South Korea,,,,,,,
unmatched_ais,440600044,Myungshin 3,,South Korea,,,,,,,
unmatched_ais,440107240,Myungsung 3,,South Korea,,,,,,,
unmatched_ais,441012000,N088Joil,,South Korea,,,,,,,
unmatched_ais,440702820,Namcheong,,South Korea,,,,,,,
unmatched_ais,440246000,Namgung 519,8703842,South Korea,,,,,,,
unmatched_ais,440406010,Namil 33,4194304,South Korea,,,,,,,
unmatched_ais,440703960,Namkyung 2007,,South Korea,,,,,,,
unmatched_ais,440101545,Namkyung 21,4194304,South Korea,,,,,,,
unmatched_ais,440104650,Namkyung 27,,South Korea,,,,,,,
unmatched_ais,440102520,Nampo 101,4194304,South Korea,,,,,,,
unmatched_ais,440102530,Nampo 102,4194304,South Korea,,,,,,,
unmatched_ais,440103080,Nampo 105,,South Korea,,,,,,,
unmatched_ais,440196120,Nampoho 106,4194304,South Korea,,,,,,,
unmatched_ais,440706310,Namseong 707,4194304,South Korea,,,,,,,
unmatched_ais,440705340,Namseong 808,,South Korea,,,,,,,
unmatched_ais,440706670,Namsung 2012,,South Korea,,,,,,,
unmatched_ais,440139060,Namsung 2017,4194304,South Korea,,,,,,,
unmatched_ais,440406110,Namyang 22,,South Korea,,,,,,,
unmatched_ais,440406150,Namyangho 202,,South Korea,,,,,,,
unmatched_ais,440300840,Namyoun 4101,,South Korea,,,,,,,
unmatched_ais,440215510,Namyoung 102,,South Korea,,,,,,,
unmatched_ais,440141660,Newyoungkwang,,South Korea,,,,,,,
unmatched_ais,440403050,Odae 301,,South Korea,,,,,,,
unmatched_ais,440403480,Odaeho,,South Korea,,,,,,,
unmatched_ais,440118020,Ohyongho,4194304,South Korea,,,,,,,
unmatched_ais,440402890,Oiljin 11,,South Korea,,,,,,,
unmatched_ais,440194340,Oojooho,4194304,South Korea,,,,,,,
unmatched_ais,440212410,Orange 2,,South Korea,,,,,,,
unmatched_ais,440705000,Oryong 711,8709107,South Korea,,,,,,,
unmatched_ais,440104210,Osung 207,,South Korea,,,,,,,
unmatched_ais,440211210,Oujeoungho,,South Korea,,,,,,,
unmatched_ais,440500270,P65,,South Korea,,,,,,,
unmatched_ais,440233000,Panstartsushimalin,9248007,South Korea,,,,,,,
unmatched_ais,440413510,Phyoungsanho 2014,,South Korea,,,,,,,
unmatched_ais,441791768,Pkfb1768,,South Korea,,,,,,,
unmatched_ais,440281000,Prettyhana,9959905,South Korea,,,,,,,
unmatched_ais,440107220,Pyengkwang 1,,South Korea,,,,,,,
unmatched_ais,440115540,Pyeongjin 101,4194304,South Korea,,,,,,,
unmatched_ais,440115550,Pyeongjin 102,4194304,South Korea,,,,,,,
unmatched_ais,440152730,Pyeongjin 86,4194304,South Korea,,,,,,,
unmatched_ais,440129460,Pyeongjin 98,4194304,South Korea,,,,,,,
unmatched_ais,440113720,Pyeongsan 308,,South Korea,,,,,,,
unmatched_ais,440117230,Pyungjin 207,,South Korea,,,,,,,
unmatched_ais,440195720,Pyungjin 601,,South Korea,,,,,,,
unmatched_ais,440106570,Royal 2018,4194304,South Korea,,,,,,,
unmatched_ais,440101380,Saechangho 317,,South Korea,,,,,,,
unmatched_ais,440146410,Saecheonnyeon 853,,South Korea,,,,,,,
unmatched_ais,440106080,Samkwang 505,,South Korea,,,,,,,
unmatched_ais,440126330,Sammyung,4194304,South Korea,,,,,,,
unmatched_ais,440124210,Samseong 111,4194304,South Korea,,,,,,,
unmatched_ais,440708140,Samseongho,,South Korea,,,,,,,
unmatched_ais,440112540,Samsung 2006,,South Korea,,,,,,,
unmatched_ais,440125190,Samsung 2008,,South Korea,,,,,,,
unmatched_ais,440306620,Samsung 333,4194304,South Korea,,,,,,,
unmatched_ais,440106230,Samsungho 2018,4194304,South Korea,,,,,,,
unmatched_ais,440322840,Samyang 3,4194304,South Korea,,,,,,,
unmatched_ais,440108640,Samyang 302,4194304,South Korea,,,,,,,
unmatched_ais,440153250,Samyang 303,,South Korea,,,,,,,
unmatched_ais,440312560,Samyangho 6,4194304,South Korea,,,,,,,
unmatched_ais,440015900,Samyangho 9,,South Korea,,,,,,,
unmatched_ais,440133970,Samyoung,,South Korea,,,,,,,
unmatched_ais,440022090,Samyung 3,4194304,South Korea,,,,,,,
unmatched_ais,440101790,Sangjin 207,,South Korea,,,,,,,
unmatched_ais,440706300,Sangjinho,,South Korea,,,,,,,
unmatched_ais,440149760,Seajin 8,,South Korea,,,,,,,
unmatched_ais,440104090,Segil 19,,South Korea,,,,,,,
unmatched_ais,440104140,Segil 28,4194304,South Korea,,,,,,,
unmatched_ais,440154330,Segil 31,,South Korea,,,,,,,
unmatched_ais,440312420,Sehoon 105,,South Korea,,,,,,,
unmatched_ais,440126480,Sehwa 8,4194304,South Korea,,,,,,,
unmatched_ais,440110240,Sehwon 1,4194304,South Korea,,,,,,,
unmatched_ais,440212520,Sehwon 15,,South Korea,,,,,,,
unmatched_ais,440105590,Seil95,4194304,South Korea,,,,,,,
unmatched_ais,440074660,Seil96,,South Korea,,,,,,,
unmatched_ais,440210700,Sejinho 27,,South Korea,,,,,,,
unmatched_ais,440110290,Seohyun 307,,South Korea,,,,,,,
unmatched_ais,440702680,Seojin,4194304,South Korea,,,,,,,
unmatched_ais,440181770,Seojin 2016,4194304,South Korea,,,,,,,
unmatched_ais,440106630,Seokyung 22,,South Korea,,,,,,,
unmatched_ais,440406040,Seonghan 33,,South Korea,,,,,,,
unmatched_ais,440163320,Seonghwa 1,,South Korea,,,,,,,
unmatched_ais,440507580,Seonghwa 103,,South Korea,,,,,,,
